;user_id;file_name;reasons;emotions;strengths;utilization;story;reasons_translation;emotions_translation;strengths_translation;utilization_translation;story_translation;reasons_translation_sentiment;reasons_translation_sadness;reasons_translation_joy;reasons_translation_fear;reasons_translation_disgust;reasons_translation_anger;emotions_translation_sentiment;emotions_translation_sadness;emotions_translation_joy;emotions_translation_fear;emotions_translation_disgust;emotions_translation_anger;strengths_translation_sentiment;strengths_translation_sadness;strengths_translation_joy;strengths_translation_fear;strengths_translation_disgust;strengths_translation_anger;utilization_translation_sentiment;utilization_translation_sadness;utilization_translation_joy;utilization_translation_fear;utilization_translation_disgust;utilization_translation_anger;story_translation_sentiment;story_translation_sadness;story_translation_joy;story_translation_fear;story_translation_disgust;story_translation_anger
0;560c43de9f168a4baa000000;3_Weg_and_der_Kueste.jpg;Irische Küstebei schönem Wetter, Meeresrauschen;ruhig, kräftig, ausgeglichen;Kraft des Meeres;als Motivationsspritze;;Irish coastIn fine weather, sea noise;calm, strong, balanced;oceanside power;as a motivational injection;;0,0;0,129657;0,27981100000000003;0,22318600000000002;0,08187;0,317904;0,925551;0,05819;0,752219;0,070404;0,009998;0,059279;0,0;0,117835;0,242075;0,09262100000000001;0,074347;0,073335;0,5944229999999999;0,285369;0,134946;0,11806300000000002;0,07468999999999999;0,328438;0,5944229999999999;0,285369;0,134946;0,11806300000000002;0,07468999999999999;0,328438
1;5583e6cf7a68616fe9004e48;27_Steg_mit_Fischer.jpg;Ruhe, Wärme, Weite, Holz, Wohlsein, Kraft, in die Sonne blinzeln, geniessen, bei sich sein;Zufriedenheit und innere Ruhe;;;;Peace, warmth, space, wood, well-being, power, blinking into the sun, enjoying, being with yourself;Contentment and inner peace;;;;0,963224;0,022575;0,899719;0,012874000000000002;0,005631000000000001;0,015472;0,777817;0,030683;0,8995219999999999;0,015727;0,001441;0,035737;0,777817;0,030683;0,8995219999999999;0,015727;0,001441;0,035737;0,777817;0,030683;0,8995219999999999;0,015727;0,001441;0,035737;0,777817;0,030683;0,8995219999999999;0,015727;0,001441;0,035737
2;58bafce405b8c51381a389c7;14_Mitternachtssonne_Ausblick.jpg;Weite, Schönheit, Sanftmut, Heilung, Freisein, atmen, Gedanken loslassen, staunen;Entspannen, inneres Loslassen, Hoffnung, liebevoll auf die Welt schauen;Ich finde die Farben in diesem Bild sanftmütig. Sie tun mir gut. Und die Weite lässt mir Raum für mich, für meine Gedanken und mein ganzes Sein.;Innehalten, um auf die aktuelle Situation - grade gekündigt und noch keine neue Stelle - zu schauen. Weich und liebevoll bleiben. Vorausschauen und ans Gute glauben.;;vastness, beauty, gentleness, healing, being free, breathing, letting go of thoughts, marvel;Relaxation, inner letting go, hope, looking lovingly at the world;I find the colours in this picture gentle. They do me good. And the vastness gives me space for myself, for my thoughts and my whole being.;Pause to look at the current situation - just quit and no new job yet. Stay soft and loving. Look ahead and believe in the good.;;0,9795780000000001;0,420629;0,542723;0,031688;0,0034170000000000003;0,010167;0,981297;0,149524;0,762283;0,015187;0,024288;0,035982;0,967935;0,19112300000000002;0,7005020000000001;0,065197;0,043677999999999995;0,021809000000000002;0,9312799999999999;0,17945999999999998;0,702317;0,011208;0,03329;0,077387;0,9312799999999999;0,17945999999999998;0,702317;0,011208;0,03329;0,077387
3;58be63df05b8c57dd45b6dd1;34_Paar_mit_Kuh_im_Sonnenuntergang.jpg;gemeinsam alt werden;frieden, ruhe;natur, Familie, ruhe, weite;;;grow old together;peace, rest;nature, family, rest, wide;;;0,0;0,20548699999999998;0,528311;0,045979;0,102398;0,061237;0,0;0,137491;0,774656;0,014597;0,004907;0,024547;0,0;0,198968;0,629123;0,01708;0,059128;0,043411;0,0;0,198968;0,629123;0,01708;0,059128;0,043411;0,0;0,198968;0,629123;0,01708;0,059128;0,043411
4;58bfec3c05b8c55a05f8421b;40_Skihuette_in_der_blauen_Stunde.jpg;Geborgenheit;geborgen, wärmend, leicht, licht, ruhig, zufrieden,;schöne und glückliche Erinnerungen, Geborgenheit, von der Kälte in die Wärme, Aussicht, haltend, Glück;die Natur und 'mein Umfeld' mit meinen Sinnen bewusst wahrnehmen (drinnen wie draussen). 'Schönes' gestalten, mir bewusst machen und geniessen.;;Security;secure, warming, light, light, calm, contented,;beautiful and happy memories, security, from cold to warm, view, holding, happiness;consciously perceive nature and 'my environment' with my senses (inside and outside). Create 'beautiful' things, make me aware and enjoy them.;;0,0;0,0;0,0;0,0;0,0;0,0;0,9580569999999999;0,0196;0,784608;0,013456999999999998;0,016363;0,055002999999999996;0,990142;0,011598;0,981509;0,000817;0,000162;0,000332;0,992733;0,042328;0,8844139999999999;0,019156;0,009786;0,006692;0,992733;0,042328;0,8844139999999999;0,019156;0,009786;0,006692
5;5583e6607a68616fe90039f9;47_Farbtuben.jpg;Kreativ sein;Idee haben, etwas sehen, Schönheit, Leben;sich verwirklichen;mehr davon zu tun, Kurs machen?;;Being creative;have an idea, see something, beauty, life;come true;to do more of this, take a course?;;0,832851;0,0;0,0;0,0;0,0;0,0;0,949459;0,07494400000000001;0,841411;0,022827;0,026133999999999998;0,016044;0,786659;0,06926;0,797788;0,060439;0,026470999999999998;0,047173;0,0;0,061908000000000005;0,169653;0,117478;0,044603;0,264438;0,0;0,061908000000000005;0,169653;0,117478;0,044603;0,264438
6;58c2eeab05b8c549f257e15a;33_Karrussel.jpg;Schönes Bild, tolle Farben, cooles Photo. Wind, Bewegung und Dynamik. Altmodische Komponente. Aussicht. ;Freude, erhebendes Gefühl, Lust.;Die Ästhetik des Bilds an sich bereitet mir Freude. Die Szene erinnert mich an unbeschwerten Genuss des Moments in der Gegenwart. Dem Wind ausgesetzt sein, macht mich auch in anderen Situationen glücklich. Erinnerung an Ausflüge mit guten Freunden in entspannter Stimmung mit viel Lachen.  ;Momente in der Gegenwart bewusst zu erleben, ist ein ständiger Versuch. Umgang mit Ästhetik spielt im privaten Alltag etwas mit. Die Freude an Wind und Bewegung kommt zu kurz, wenn ich in Dhaka bin. Das soziale Umfeld ebenfalls. ;;Nice picture, great colors, cool photo. Wind, movement and dynamics. Old fashioned component. View.;Joy, uplifting feeling, pleasure.;The aesthetics of the picture itself gives me pleasure. The scene reminds me of carefree enjoyment of the moment in the present. Being exposed to the wind also makes me happy in other situations. Memories of trips with good friends in a relaxed atmosphere with lots of laughter.  ;To consciously experience moments in the present is a constant attempt. Dealing with aesthetics plays a role in private everyday life. The joy of wind and movement is neglected when I am in Dhaka. The social environment as well.;;0,9859100000000001;0,021325999999999998;0,917851;0,021922999999999998;0,01615;0,006023;0,9911780000000001;0,012469;0,9169790000000001;0,014593;0,01457;0,020659;0,9523860000000001;0,021438;0,954757;0,008944;0,003186;0,013418000000000001;-0,6734979999999999;0,046588;0,782144;0,139728;0,050230000000000004;0,011169;-0,6734979999999999;0,046588;0,782144;0,139728;0,050230000000000004;0,011169
7;576e80fd9f168a4a32721044;10_Wasserscheide.jpg;kompakte, fliessende, kraftvolle Schönheit;Zuversicht und Energie;zielstrebige, voraustreibende Kraft;meine eigene Stärke spüren;;compact, flowing, powerful beauty;Confidence and energy;proactive force;feel my own strength;;0,990102;0,014843;0,938494;0,010064;0,013113;0,013308;0,98039;0,01669;0,853517;0,114195;0,0042710000000000005;0,018365;0,866007;0,301227;0,04793;0,289666;0,106224;0,216504;0,0;0,16719900000000001;0,620283;0,164274;0,0033020000000000002;0,006428;0,0;0,16719900000000001;0,620283;0,164274;0,0033020000000000002;0,006428
8;58cc36d905b8c532545ee084;36_Grosser_Mythen.jpg;frische Luft aufatmen können Bewegung Geerdet sein Frieden Blumenduft Kuhglocken Murmeltiere über die Wiese hüpfen;Freude Frieden Erleichterung Entspannung;das Licht, die Weite, der Überblick;viel in der Natur sein, mir Zeit nehmen, die Schönheit wahrzunehmen;;breathe fresh air Movement Being grounded Peace Flowery scent Cowbells Marmots jumping over the meadow;Joy Peace Relief Relaxation;the light, the expanse, the overview;be in nature a lot, take time to perceive the beauty;;0,9670719999999999;0,029758;0,809858;0,08907000000000001;0,046488;0,036771;0,9831639999999999;0,005340999999999999;0,915529;0,010112000000000001;0,00196;0,011731;0,0;0,097724;0,150471;0,12423900000000002;0,120109;0,428438;0,9536690000000001;0,0476;0,85608;0,020119;0,014353;0,037015;0,9536690000000001;0,0476;0,85608;0,020119;0,014353;0,037015
9;58cd571c05b8c52e5de7eaf0;24_Sonnenschirme.jpg;vielfalt in farbe;fröhlich, gute laune, es regt mich an;strahlkraft, buntheit, vielfältigkeit;"mehreres und unterschiedliches mit einander verbinden oder bei bei einanderstellen; farbig, lebhaft kommunizieren";;variety in colour;cheerful, good mood, it stimulates me;radiant power, colourfulness, diversity;"connect several and different things with each other or with one another; communicate in a colourful, lively way";;0,0;0,168748;0,507252;0,131606;0,061033000000000004;0,06627999999999999;0,9842110000000001;0,081495;0,7815380000000001;0,031232;0,006943;0,067483;0,926241;0,130753;0,20715;0,089619;0,075807;0,08121;0,879758;0,405023;0,19395;0,092455;0,070464;0,19175599999999998;0,879758;0,405023;0,19395;0,092455;0,070464;0,19175599999999998
