;neurotizismusCategory;extraversionCategory;offenheitCategory;vertraeglichkeitCategory;gewissenhaftigkeitCategory
reasons_translation_sentimentCategory;-0,11785752455115482;0,03685374512609816;0,02184972173757173;-0,07982738890790692;0,0644963009719514
reasons_translation_sadnessCategory;0,02514588644749572;0,00980882679327606;0,07327865314051378;0,00010705837008174177;0,020983440536031395
reasons_translation_joyCategory;-0,09736078797178131;-0,04321661611316362;-0,029733820275497664;0,01729443759317104;0,07936343140915307
reasons_translation_fearCategory;0,08720807910793196;-0,004947369407785627;0,14980981502194454;0,06648421044989565;0,045873048227750124
reasons_translation_disgustCategory;0,0665989686006871;0,031247953832771416;0,027756993621530703;0,03970165238865281;0,06051300243109182
reasons_translation_angerCategory;0,004846702923783392;-0,04828679031943131;0,13916144108682366;-0,0305951151313638;0,010692410478435112
emotions_translation_sentimentCategory;-0,13843888070692204;0,09768423000904504;0,025145886447495668;0,06648421044989565;0,23137350822706193
emotions_translation_sadnessCategory;0,04608101024976755;0,05590062886211241;0,07001095597124289;0,04788635306822608;-0,01395363930464882
emotions_translation_joyCategory;-0,10762756503541611;0,04674176876606031;0,07544559638910181;0,055180300886565274;0,09640696246848189
emotions_translation_fearCategory;0,09730418200749177;-0,017070602148618854;0,0854367674072734;0,04063089971586329;-0,04190061533198398
emotions_translation_disgustCategory;0,004846702923783452;0,054507141037436244;0,05592070178642315;-0,030595115131363773;-0,009951352326464357
emotions_translation_angerCategory;0,014994828516261249;0,043216616113163665;0,09230319027969239;0,04477455622281096;-0,03798410219849845
strengths_translation_sentimentCategory;-0,03587208079107946;0,07715791012567887;0,004368565018420831;0,08709537267204122;-0,05718276288297866
strengths_translation_sadnessCategory;0,12823479907426957;-0,12810528870798238;-0,0579633992688036;0,10770653489418701;0,04587304822774998
strengths_translation_joyCategory;-0,07715791012567892;0,1578891931746359;0,03177206939561167;0,049921101570876966;-0,011951450164214008
strengths_translation_fearCategory;0,04744472090293516;-0,041300856138749356;-0,06098488732153337;0,011329861027507259;0,07385786764157981
strengths_translation_disgustCategory;-0,025321908344533087;-0,012668953091147295;0,12823872571427167;-0,0333934603562202;0,04929510814489653
strengths_translation_angerCategory;0,015465544535880928;-0,15854302649028507;0,054666088909052515;-0,027273022277267807;-0,006659691486309603
utilization_translation_sentimentCategory;-0,015164288105063733;0,058166496210108505;0,01855929778884595;0,0006348578080603454;-0,01999802095390146
utilization_translation_sadnessCategory;0,015960438438687212;-0,011951450164214153;-0,02098344053603145;0,06807561597281236;-0,07689039932030578
utilization_translation_joyCategory;-0,0053706853705433105;0,024025291912870776;-0,06015772386729375;0,08189665723978659;0,08189665723978679
utilization_translation_fearCategory;0,11938851119644009;0,030104488443025636;0,10118195588113842;0,045449820830812344;-0,03757327108495746
utilization_translation_disgustCategory;0,046600008784666885;-0,043886540865147934;0,07774059595225324;-0,02203396951524202;0,019279723325836877
utilization_translation_angerCategory;0,08856900485814977;-0,10401492411478258;0,02632171188057186;0,09645162497617667;-0,04902513534700693
story_translation_sentimentCategory;-0,25131495897328004;0,08705264894125012;0,05796339926880381;-0,045873048227749846;0,13962741177156185
story_translation_sadnessCategory;0,1650792371679878;-0,028090961554276244;0,01888312003975217;0,07656205028722539;-0,0933338223273856
story_translation_joyCategory;-0,18032012965132335;0,1029535473381014;0,0682215797720944;0,07566923064429318;0,2003635966355936
story_translation_fearCategory;0,10105560560966738;-0,02870626872846063;0,022175305576733254;-0,006285133283117784;-0,09080933950435728
story_translation_disgustCategory;-0,02521882828346691;-0,04827519495166276;0,03387268823633881;0,008813587806096855;0,0302967080834579
story_translation_angerCategory;0,09203927087555128;-0,0591742325969331;0,06786944685437056;-0,0008786516828008171;-0,06513005598761668
