;neurotizismusCategory;extraversionCategory;offenheitCategory;vertraeglichkeitCategory;gewissenhaftigkeitCategory
1;-0,049309049663770886;-0,04881316668682258;0,09409368414118095;-0,10625675159957583;0,14661388321672095
2;-0,03116212278496272;-0,03084873677732306;0,02729537539512384;-0,0991133093737038;0,09265641625489497
3;-0,052559065778893785;0,09799919151000486;-0,08671099695241188;0,06102329803274774;-0,04051126508056359
4;0,0977375775631297;-0,029038374595292873;0,01761842927585515;-0,04181643012869138;-0,1701831458725813
5;0,07716348662281627;-0,06615701550312;0,08919864872206601;-0,09526876951154953;0,002215552779338406
6;0,032447158776095164;-0,030848736777323058;-0,037043723750525163;0,09265641625489499;-0,03519006749750363
7;0,05545560215333498;-0,09642406659748018;0,07234278424918757;-0,07239602972039906;0,030729250025205462
8;0,11744582585312695;-0,17268943654559712;-0,00890950005450903;0,1109439799376438;-0,00590127552859804
9;0,17558150965042493;-0,11453891199452765;0,10869590066501036;0,05252135220452252;-0,06432390326171847
10;0,052559065778893785;-0,14853002463235007;-0,015484106598644978;0,04051126508056363;-0,01025601647609197
11;-0,001174458258531283;-0,05991266165867715;-0,1086959006650104;0,12274653099484024;0,06432390326171845
12;-0,003081408057432268;-0,004623292009095665;-0,07947744178321445;0,16876563501202985;-0,086705280373153
13;-0,0010166814363664046;-0,10220256775053463;0,05861573766171912;0,005108497673056472;0,05568262463631556
14;0,0;0,0;0,0;0,05832419021124554;0,05832419021124554
15;-0,07270122131519628;0,06911979120325;0,010921092292459815;-0,06437965444088953;0,1504603159966869
16;-0,032447158776095164;0,03084873677732305;-0,027295375395123847;0,03519006749750361;0,035190067497503634
17;0,11744582585312692;-0,056388387443460024;-0,008909500054509032;0,052521352204522524;-0,06432390326171847
18;0,031222392991811156;-0,07627947161332499;0,053659108920990774;-0,046925914900999115;0,06303066676051365
19;0,05545560215333498;-0,09642406659748018;0,07234278424918757;-0,07239602972039906;0,030729250025205462
20;0,1030770027896752;-0,1485300246323501;-0,015484106598644983;0,04051126508056363;-0,01025601647609198
21;0,05545560215333498;-0,04510157953753087;0,07234278424918757;-0,07239602972039909;0,030729250025205462
22;0,09773757756312972;-0,09292279870493757;0,017618429275855156;-0,04181643012869138;-0,04181643012869138
23;0,0023609110623749874;-0,054905194704518566;0,10029595150130242;-0,011862819794901058;0,10557909617461977
24;0,07922814082171319;-0,08333333333333291;0,039655502116360236;0,08946898908193719;-0,018878777512702376
25;0,0023609110623749874;-0,054905194704518566;0,04119298008089219;-0,011862819794901065;0,10557909617461977
26;-0,035450003895647966;-0,03708561558431115;-0,07302931870148811;0,1134116230733424;-0,016014897782691193
27;0,08249528064941175;-0,13235294117647173;-0,039655502116360215;0,07305266081002218;0,018878777512702376
28;-0,03122239299181114;0,021557241977678596;-0,05365910892099077;0,10190420573175625;0,04692591490099911
29;0,12352985935546866;-0,1150650307642407;0,047131349897825116;-0,04121726504499172;-0,0412172650449917
30;0,12405014824775742;-0,039838977553729386;0,03525006082214427;0,037106877256695994;-0,1279978799753455
31;0,1616056975548809;-0,09292279870493757;0,0822193366206571;-0,04181643012869138;-0,10599978800063634
32;0,19031089496349732;-0,1862745098039229;0,06939712870363032;0,07305266081002218;-0,08946898908193722
33;0,12352985935546866;-0,1150650307642407;0,047131349897825116;-0,04121726504499172;-0,0412172650449917
34;0,08593065681817076;-0,02155724197767859;0,053659108920990774;-0,046925914900999115;-0,04692591490099913
35;0,08008488849922671;-0,08146304989760503;-0,02306547117400417;0,08375393806555671;-0,1863320511360756
36;-0,1192260086499365;0,05490519470451857;-0,10029595150130242;0,011862819794901058;0,12930473576442159
37;-0,0030814080574322706;-0,004623292009095665;-0,13090402176058816;0,11767145193499329;-0,035611097296116445
38;0,07471190423424749;-0,06747554191573688;-0,022010419557636055;-0,014578769797966027;0,057586140701966354
39;0,027418894028548822;-0,07983378889965334;0,13180269242287984;0,024280457615096063;0,07829765545542208
40;-0,001439628144855383;0,06911979120324999;-0,1332373259680099;0,00723366903830218;0,007233669038302208
41;0,03116212278496272;-0,09640230242913447;0,03704372375052517;0,09911330937370379;-0,028733174378695717
